Invoice_ID,Date,Day,Month,Time,Gender,Location,City,Is_Member?,Category,Price,Quantity,Total_Amount,Sales_Category,Payment,Rating
951079308,2018-01-02,Tuesday,January,2026-06-03 19:05:00,Female,Water Tower,Chicago,No,Furniture,36.0,4,144.0,Low,Gpay,5
447153891,2018-01-11,Thursday,January,2026-06-03 11:25:00,Male,Water Tower,Chicago,No,Fashion,52.0,3,156.0,Low,Cash,3
795528663,2018-03-13,Tuesday,March,2026-06-03 19:15:00,Male,Brookfield,NewYork,No,Furniture,81.0,1,81.0,Low,Gpay,4
343603860,2018-02-04,Sunday,February,2026-06-03 14:57:00,Female,Park Lane,Dallas,No,Sporting,76.0,3,228.0,Medium,Card,3
925499362,2018-01-12,Friday,January,2026-06-03 11:22:00,Female,Brookfield,NewYork,Yes,Clothing,78.0,4,312.0,Medium,Gpay,2
579316236,2018-03-01,Thursday,March,2026-06-03 13:44:00,Female,Water Tower,Chicago,Yes,Books,77.0,4,308.0,Medium,Gpay,3
445531158,2018-02-09,Friday,February,2026-06-03 20:19:00,Female,Park Lane,Dallas,No,Fashion,27.0,7,189.0,Low,Gpay,5
805526095,2018-03-27,Tuesday,March,2026-06-03 18:00:00,Male,Park Lane,Dallas,Yes,Furniture,56.0,1,56.0,Low,Gpay,4
576523018,2018-02-15,Thursday,February,2026-06-03 12:35:00,Male,Water Tower,Chicago,No,Groceries,82.0,1,82.0,Low,Card,4
414119922,2018-01-30,Tuesday,January,2026-06-03 11:07:00,Male,Water Tower,Chicago,No,Sporting,44.0,7,308.0,Medium,Card,3
123247697,2018-02-08,Thursday,February,2026-06-03 20:03:00,Male,Brookfield,NewYork,No,Groceries,22.0,7,154.0,Low,Card,5
40419058,2018-01-26,Friday,January,2026-06-03 14:53:00,Male,Water Tower,Chicago,Yes,Books,95.0,6,570.0,High,Card,1
890497298,2018-02-25,Sunday,February,2026-06-03 18:06:00,Female,Water Tower,Chicago,No,Clothing,69.0,2,138.0,Low,Cash,2
885702268,2018-01-28,Sunday,January,2026-06-03 12:45:00,Male,Brookfield,NewYork,No,Groceries,89.0,6,534.0,High,Card,1
172252194,2018-03-22,Thursday,March,2026-06-03 20:10:00,Female,Park Lane,Dallas,No,Books,41.0,6,246.0,Medium,Card,4
866140211,2018-02-25,Sunday,February,2026-06-03 13:34:00,Female,Park Lane,Dallas,No,Clothing,54.0,6,324.0,Medium,Gpay,4
597678548,2018-03-15,Thursday,March,2026-06-03 17:35:00,Male,Water Tower,Chicago,Yes,Sporting,34.0,3,102.0,Low,Cash,1
428818456,2018-02-25,Sunday,February,2026-06-03 18:50:00,Male,Park Lane,Dallas,Yes,Books,94.0,5,470.0,High,Cash,2
236950025,2018-03-09,Friday,March,2026-06-03 12:40:00,Female,Brookfield,NewYork,Yes,Furniture,76.0,4,304.0,Medium,Card,3
17451639,2018-01-04,Thursday,January,2026-06-03 14:58:00,Male,Water Tower,Chicago,Yes,Groceries,68.0,3,204.0,Medium,Card,3
102177003,2018-02-11,Sunday,February,2026-06-03 13:48:00,Female,Water Tower,Chicago,No,Furniture,25.0,5,125.0,Low,Card,1
218871659,2018-03-23,Friday,March,2026-06-03 13:58:00,Female,Park Lane,Dallas,No,Clothing,88.0,2,176.0,Low,Gpay,2
380559090,2018-03-12,Monday,March,2026-06-03 20:21:00,Male,Brookfield,NewYork,No,Furniture,86.0,3,258.0,Medium,Card,5
503167669,2018-02-03,Saturday,February,2026-06-03 10:17:00,Female,Water Tower,Chicago,Yes,Books,87.0,1,87.0,Low,Card,4
717822067,2018-01-17,Wednesday,January,2026-06-03 19:28:00,Female,Park Lane,Dallas,No,Clothing,44.0,4,176.0,Low,Gpay,1
690344669,2018-03-05,Monday,March,2026-06-03 14:16:00,Female,Brookfield,NewYork,Yes,Sporting,57.0,6,342.0,Medium,Card,4
142754784,2018-01-19,Friday,January,2026-06-03 16:59:00,Male,Brookfield,NewYork,No,Furniture,73.0,2,146.0,Low,Cash,3
167561353,2018-02-12,Monday,February,2026-06-03 15:51:00,Male,Water Tower,Chicago,Yes,Sporting,83.0,1,83.0,Low,Card,1
254046171,2018-02-25,Sunday,February,2026-06-03 20:46:00,Female,Water Tower,Chicago,No,Groceries,41.0,7,287.0,Medium,Gpay,2
854537427,2018-01-27,Saturday,January,2026-06-03 10:29:00,Female,Water Tower,Chicago,No,Fashion,65.0,5,325.0,Medium,Gpay,1
747580730,2018-01-08,Monday,January,2026-06-03 20:13:00,Female,Park Lane,Dallas,Yes,Groceries,88.0,6,528.0,High,Gpay,5
709844678,2018-02-06,Tuesday,February,2026-06-03 14:28:00,Male,Water Tower,Chicago,Yes,Furniture,88.0,2,176.0,Low,Cash,3
367955130,2018-03-24,Saturday,March,2026-06-03 14:28:00,Male,Park Lane,Dallas,Yes,Clothing,83.0,7,581.0,High,Cash,1
504897642,2018-03-27,Tuesday,March,2026-06-03 15:26:00,Female,Park Lane,Dallas,No,Fashion,96.0,3,288.0,Medium,Gpay,1
747422231,2018-01-16,Tuesday,January,2026-06-03 17:22:00,Male,Water Tower,Chicago,Yes,Furniture,35.0,4,140.0,Low,Gpay,5
811044705,2018-02-01,Thursday,February,2026-06-03 18:15:00,Female,Brookfield,NewYork,Yes,Fashion,19.0,7,133.0,Low,Gpay,1
127073944,2018-03-23,Friday,March,2026-06-03 12:25:00,Male,Water Tower,Chicago,Yes,Sporting,1.0,2,2.0,Low,Card,4
871865175,2018-01-07,Sunday,January,2026-06-03 11:40:00,Female,Brookfield,NewYork,No,Groceries,43.0,3,129.0,Low,Gpay,4
620285039,2018-01-16,Tuesday,January,2026-06-03 20:35:00,Male,Brookfield,NewYork,No,Furniture,25.0,6,150.0,Low,Cash,1
819356401,2018-01-27,Saturday,January,2026-06-03 11:42:00,Male,Water Tower,Chicago,Yes,Sporting,10.0,2,20.0,Low,Card,2
911826601,2018-01-06,Saturday,January,2026-06-03 20:31:00,Female,Brookfield,NewYork,No,Sporting,52.0,3,156.0,Low,Card,1
669032497,2018-03-08,Thursday,March,2026-06-03 14:49:00,Male,Brookfield,NewYork,Yes,Books,38.0,6,228.0,Medium,Card,2
225317134,2018-03-05,Monday,March,2026-06-03 11:33:00,Male,Water Tower,Chicago,No,Groceries,81.0,5,405.0,High,Cash,2
653059896,2018-01-04,Thursday,January,2026-06-03 10:22:00,Female,Water Tower,Chicago,No,Furniture,71.0,6,426.0,High,Gpay,1
127629037,2018-01-31,Wednesday,January,2026-06-03 18:01:00,Male,Park Lane,Dallas,No,Books,53.0,2,106.0,Low,Gpay,2
758557542,2018-01-24,Wednesday,January,2026-06-03 11:49:00,Male,Water Tower,Chicago,Yes,Furniture,82.0,7,574.0,High,Cash,4
565456402,2018-01-23,Tuesday,January,2026-06-03 14:51:00,Female,Brookfield,NewYork,No,Groceries,28.0,1,28.0,Low,Cash,3
194348272,2018-02-11,Sunday,February,2026-06-03 19:38:00,Male,Park Lane,Dallas,Yes,Sporting,28.0,3,84.0,Low,Gpay,3
193544907,2018-01-05,Friday,January,2026-06-03 14:42:00,Male,Brookfield,NewYork,Yes,Fashion,76.0,2,152.0,Low,Cash,2
856147365,2018-01-08,Monday,January,2026-06-03 13:28:00,Male,Water Tower,Chicago,No,Groceries,4.0,2,8.0,Low,Gpay,5
6282900,2018-01-31,Wednesday,January,2026-06-03 15:36:00,Male,Park Lane,Dallas,No,Fashion,87.0,4,348.0,Medium,Gpay,4
467919747,2018-03-03,Saturday,March,2026-06-03 19:41:00,Male,Park Lane,Dallas,No,Clothing,13.0,2,26.0,Low,Card,1
927773751,2018-03-12,Monday,March,2026-06-03 11:15:00,Male,Brookfield,NewYork,No,Groceries,97.0,1,97.0,Low,Card,5
794563981,2018-01-13,Saturday,January,2026-06-03 19:43:00,Female,Brookfield,NewYork,No,Clothing,93.0,5,465.0,High,Cash,1
956599137,2018-03-07,Wednesday,March,2026-06-03 12:28:00,Female,Park Lane,Dallas,No,Furniture,68.0,5,340.0,Medium,Gpay,2
324945582,2018-03-05,Monday,March,2026-06-03 19:20:00,Female,Brookfield,NewYork,No,Groceries,21.0,1,21.0,Low,Card,2
759811716,2018-02-25,Sunday,February,2026-06-03 16:50:00,Female,Brookfield,NewYork,No,Clothing,51.0,1,51.0,Low,Cash,3
869486626,2018-02-28,Wednesday,February,2026-06-03 12:07:00,Male,Water Tower,Chicago,No,Clothing,56.0,7,392.0,Medium,Gpay,4
28957439,2018-01-27,Saturday,January,2026-06-03 11:42:00,Male,Brookfield,NewYork,No,Furniture,50.0,7,350.0,Medium,Card,2
186033359,2018-02-26,Monday,February,2026-06-03 19:51:00,Female,Water Tower,Chicago,Yes,Books,42.0,3,126.0,Low,Card,3
164945303,2018-03-03,Saturday,March,2026-06-03 14:42:00,Male,Park Lane,Dallas,No,Furniture,38.0,4,152.0,Low,Gpay,1
702697570,2018-02-02,Friday,February,2026-06-03 18:19:00,Male,Water Tower,Chicago,Yes,Groceries,96.0,1,96.0,Low,Cash,1
867298669,2018-03-06,Tuesday,March,2026-06-03 17:49:00,Female,Park Lane,Dallas,Yes,Books,62.0,3,186.0,Low,Card,4
636062627,2018-03-11,Sunday,March,2026-06-03 18:44:00,Female,Park Lane,Dallas,No,Books,46.0,4,184.0,Low,Cash,5
338808619,2018-01-12,Friday,January,2026-06-03 19:46:00,Male,Water Tower,Chicago,No,Fashion,71.0,5,355.0,Medium,Card,1
874941247,2018-03-01,Thursday,March,2026-06-03 11:24:00,Female,Brookfield,NewYork,No,Sporting,27.0,1,27.0,Low,Cash,3
154062156,2018-03-14,Wednesday,March,2026-06-03 18:33:00,Female,Brookfield,NewYork,No,Groceries,16.0,7,112.0,Low,Gpay,5
309278030,2018-01-15,Monday,January,2026-06-03 20:43:00,Female,Brookfield,NewYork,No,Books,63.0,3,189.0,Low,Gpay,1
408055541,2018-02-18,Sunday,February,2026-06-03 10:12:00,Female,Brookfield,NewYork,Yes,Groceries,65.0,3,195.0,Low,Cash,5
304439467,2018-02-19,Monday,February,2026-06-03 19:07:00,Female,Park Lane,Dallas,No,Fashion,70.0,2,140.0,Low,Cash,4
790571300,2018-02-07,Wednesday,February,2026-06-03 10:05:00,Male,Brookfield,NewYork,Yes,Furniture,70.0,2,140.0,Low,Cash,1
554782714,2018-02-22,Thursday,February,2026-06-03 11:51:00,Male,Park Lane,Dallas,Yes,Clothing,93.0,4,372.0,Medium,Card,5
407767721,2018-02-13,Tuesday,February,2026-06-03 13:30:00,Male,Water Tower,Chicago,Yes,Groceries,12.0,1,12.0,Low,Cash,3
976927980,2018-01-06,Saturday,January,2026-06-03 10:23:00,Female,Park Lane,Dallas,Yes,Furniture,70.0,7,490.0,High,Cash,3
882195569,2018-02-19,Monday,February,2026-06-03 19:53:00,Female,Park Lane,Dallas,No,Sporting,99.0,6,594.0,High,Gpay,2
830582585,2018-01-17,Wednesday,January,2026-06-03 15:27:00,Female,Water Tower,Chicago,Yes,Books,56.0,6,336.0,Medium,Gpay,1
847040407,2018-03-21,Wednesday,March,2026-06-03 14:42:00,Female,Park Lane,Dallas,No,Groceries,91.0,2,182.0,Low,Card,1
169212942,2018-03-12,Monday,March,2026-06-03 10:50:00,Male,Park Lane,Dallas,Yes,Clothing,65.0,4,260.0,Medium,Gpay,3
953734168,2018-01-29,Monday,January,2026-06-03 11:29:00,Male,Water Tower,Chicago,Yes,Groceries,16.0,4,64.0,Low,Cash,5
638590060,2018-01-27,Saturday,January,2026-06-03 18:08:00,Female,Water Tower,Chicago,No,Groceries,34.0,6,204.0,Medium,Gpay,5
931257784,2018-03-10,Saturday,March,2026-06-03 18:43:00,Male,Brookfield,NewYork,Yes,Books,97.0,3,291.0,Medium,Gpay,3
750628254,2018-02-06,Tuesday,February,2026-06-03 18:21:00,Female,Park Lane,Dallas,No,Clothing,78.0,3,234.0,Medium,Cash,5
770662321,2018-02-12,Monday,February,2026-06-03 16:57:00,Female,Water Tower,Chicago,No,Books,68.0,7,476.0,High,Cash,4
83503308,2018-02-12,Monday,February,2026-06-03 12:45:00,Female,Brookfield,NewYork,Yes,Clothing,87.0,6,522.0,High,Cash,1
412890331,2018-03-21,Wednesday,March,2026-06-03 11:48:00,Male,Park Lane,Dallas,Yes,Furniture,8.0,2,16.0,Low,Gpay,2
495407670,2018-03-30,Friday,March,2026-06-03 15:30:00,Female,Park Lane,Dallas,Yes,Groceries,3.0,7,21.0,Low,Card,2
248326361,2018-03-10,Saturday,March,2026-06-03 13:12:00,Male,Park Lane,Dallas,Yes,Fashion,92.0,5,460.0,High,Card,5
815235226,2018-02-03,Saturday,February,2026-06-03 19:30:00,Female,Brookfield,NewYork,No,Groceries,44.0,2,88.0,Low,Card,4
602216707,2018-02-25,Sunday,February,2026-06-03 16:54:00,Male,Brookfield,NewYork,Yes,Furniture,7.0,6,42.0,Low,Gpay,3
593868358,2018-01-26,Friday,January,2026-06-03 17:15:00,Male,Park Lane,Dallas,No,Groceries,35.0,7,245.0,Medium,Gpay,2
193869187,2018-02-05,Monday,February,2026-06-03 20:08:00,Male,Water Tower,Chicago,No,Fashion,28.0,1,28.0,Low,Card,5
197573958,2018-01-19,Friday,January,2026-06-03 14:04:00,Male,Brookfield,NewYork,No,Fashion,95.0,1,95.0,Low,Cash,1
285192890,2018-03-30,Friday,March,2026-06-03 18:30:00,Female,Park Lane,Dallas,No,Groceries,23.0,2,46.0,Low,Card,4
711435779,2018-01-08,Monday,January,2026-06-03 19:09:00,Male,Water Tower,Chicago,Yes,Groceries,33.0,7,231.0,Medium,Cash,5
44612623,2018-03-29,Thursday,March,2026-06-03 19:30:00,Male,Park Lane,Dallas,No,Sporting,91.0,5,455.0,High,Gpay,4
35014815,2018-02-13,Tuesday,February,2026-06-03 15:04:00,Male,Water Tower,Chicago,Yes,Sporting,31.0,7,217.0,Medium,Cash,4
167762066,2018-03-23,Friday,March,2026-06-03 17:47:00,Female,Water Tower,Chicago,No,Groceries,88.0,6,528.0,High,Cash,4
11921691,2018-01-15,Monday,January,2026-06-03 10:23:00,Male,Park Lane,Dallas,Yes,Sporting,37.0,3,111.0,Low,Cash,4
341819247,2018-01-16,Tuesday,January,2026-06-03 14:55:00,Male,Water Tower,Chicago,Yes,Fashion,69.0,2,138.0,Low,Cash,4
85210798,2018-02-28,Wednesday,February,2026-06-03 12:27:00,Female,Park Lane,Dallas,Yes,Books,23.0,2,46.0,Low,Cash,5
994218721,2018-03-15,Thursday,March,2026-06-03 12:52:00,Male,Water Tower,Chicago,Yes,Clothing,94.0,1,94.0,Low,Gpay,1
535101024,2018-02-04,Sunday,February,2026-06-03 15:06:00,Male,Park Lane,Dallas,No,Clothing,77.0,6,462.0,High,Cash,5
410200704,2018-03-22,Thursday,March,2026-06-03 12:46:00,Male,Brookfield,NewYork,No,Furniture,15.0,6,90.0,Low,Gpay,1
886247303,2018-01-26,Friday,January,2026-06-03 10:36:00,Female,Brookfield,NewYork,No,Sporting,24.0,4,96.0,Low,Cash,3
671810515,2018-02-17,Saturday,February,2026-06-03 10:39:00,Male,Brookfield,NewYork,No,Furniture,99.0,3,297.0,Medium,Card,5
198515038,2018-02-17,Saturday,February,2026-06-03 18:45:00,Female,Brookfield,NewYork,No,Books,33.0,1,33.0,Low,Gpay,1
601235443,2018-03-21,Wednesday,March,2026-06-03 10:11:00,Female,Park Lane,Dallas,Yes,Clothing,6.0,4,24.0,Low,Cash,5
135954136,2018-01-08,Monday,January,2026-06-03 14:19:00,Female,Brookfield,NewYork,Yes,Groceries,34.0,5,170.0,Low,Gpay,1
574582487,2018-03-22,Thursday,March,2026-06-03 19:06:00,Female,Water Tower,Chicago,Yes,Clothing,45.0,7,315.0,Medium,Cash,2
479562097,2018-02-16,Friday,February,2026-06-03 14:03:00,Female,Brookfield,NewYork,No,Books,39.0,1,39.0,Low,Cash,2
502303917,2018-02-18,Sunday,February,2026-06-03 16:11:00,Female,Water Tower,Chicago,No,Clothing,26.0,6,156.0,Low,Cash,5
974725596,2018-03-02,Friday,March,2026-06-03 13:29:00,Male,Brookfield,NewYork,Yes,Clothing,76.0,5,380.0,Medium,Cash,1
696537741,2018-03-09,Friday,March,2026-06-03 16:09:00,Male,Water Tower,Chicago,No,Sporting,48.0,5,240.0,Medium,Gpay,4
526319290,2018-02-21,Wednesday,February,2026-06-03 18:48:00,Female,Park Lane,Dallas,No,Books,49.0,3,147.0,Low,Cash,1
713844700,2018-02-03,Saturday,February,2026-06-03 15:31:00,Male,Park Lane,Dallas,Yes,Fashion,84.0,7,588.0,High,Card,3
43827556,2018-02-09,Friday,February,2026-06-03 18:56:00,Female,Water Tower,Chicago,Yes,Sporting,59.0,4,236.0,Medium,Cash,4
477509532,2018-03-02,Friday,March,2026-06-03 15:36:00,Male,Brookfield,NewYork,No,Clothing,97.0,6,582.0,High,Card,1
44171400,2018-02-16,Friday,February,2026-06-03 16:58:00,Male,Brookfield,NewYork,Yes,Furniture,97.0,5,485.0,High,Cash,1
153179845,2018-03-23,Friday,March,2026-06-03 19:44:00,Male,Brookfield,NewYork,Yes,Fashion,63.0,7,441.0,High,Card,2
117928091,2018-01-12,Friday,January,2026-06-03 16:26:00,Male,Park Lane,Dallas,No,Furniture,29.0,2,58.0,Low,Gpay,4
934709822,2018-01-12,Friday,January,2026-06-03 20:24:00,Female,Park Lane,Dallas,No,Groceries,75.0,4,300.0,Medium,Card,5
810206591,2018-03-23,Friday,March,2026-06-03 10:02:00,Female,Brookfield,NewYork,No,Groceries,26.0,4,104.0,Low,Card,3
356354089,2018-01-31,Wednesday,January,2026-06-03 12:43:00,Male,Water Tower,Chicago,No,Books,83.0,3,249.0,Medium,Cash,3
443595980,2018-02-15,Thursday,February,2026-06-03 20:54:00,Male,Water Tower,Chicago,Yes,Sporting,39.0,2,78.0,Low,Cash,4
198739739,2018-02-07,Wednesday,February,2026-06-03 13:00:00,Female,Brookfield,NewYork,No,Sporting,64.0,1,64.0,Low,Cash,3
78470616,2018-02-09,Friday,February,2026-06-03 12:36:00,Female,Brookfield,NewYork,Yes,Groceries,57.0,1,57.0,Low,Card,4
918276539,2018-01-17,Wednesday,January,2026-06-03 15:34:00,Female,Park Lane,Dallas,Yes,Sporting,99.0,3,297.0,Medium,Gpay,2
654769276,2018-02-26,Monday,February,2026-06-03 12:07:00,Male,Park Lane,Dallas,Yes,Clothing,86.0,1,86.0,Low,Gpay,3
674917531,2018-01-11,Thursday,January,2026-06-03 17:59:00,Male,Water Tower,Chicago,Yes,Clothing,29.0,6,174.0,Low,Cash,1
456554642,2018-01-19,Friday,January,2026-06-03 19:44:00,Female,Water Tower,Chicago,Yes,Books,40.0,5,200.0,Low,Card,4
36650026,2018-01-05,Friday,January,2026-06-03 12:27:00,Female,Water Tower,Chicago,No,Clothing,84.0,5,420.0,High,Card,4
281704062,2018-03-14,Wednesday,March,2026-06-03 10:11:00,Female,Brookfield,NewYork,Yes,Sporting,93.0,6,558.0,High,Cash,3
829100088,2018-01-14,Sunday,January,2026-06-03 18:58:00,Male,Brookfield,NewYork,Yes,Clothing,67.0,3,201.0,Medium,Gpay,1
57624229,2018-03-21,Wednesday,March,2026-06-03 19:22:00,Female,Park Lane,Dallas,No,Books,95.0,7,665.0,High,Gpay,4
106617595,2018-03-19,Monday,March,2026-06-03 18:58:00,Female,Water Tower,Chicago,Yes,Fashion,69.0,5,345.0,Medium,Cash,4
421671027,2018-01-05,Friday,January,2026-06-03 17:48:00,Female,Water Tower,Chicago,No,Furniture,45.0,6,270.0,Medium,Card,5
31744605,2018-02-23,Friday,February,2026-06-03 15:28:00,Male,Brookfield,NewYork,No,Sporting,83.0,4,332.0,Medium,Card,3
861879814,2018-01-25,Thursday,January,2026-06-03 11:40:00,Female,Water Tower,Chicago,Yes,Groceries,38.0,3,114.0,Low,Card,2
450751838,2018-03-07,Wednesday,March,2026-06-03 16:55:00,Male,Water Tower,Chicago,No,Clothing,29.0,6,174.0,Low,Cash,3
97675796,2018-02-22,Thursday,February,2026-06-03 14:44:00,Male,Water Tower,Chicago,No,Books,85.0,5,425.0,High,Cash,4
984776599,2018-03-14,Wednesday,March,2026-06-03 20:46:00,Female,Brookfield,NewYork,Yes,Groceries,18.0,7,126.0,Low,Cash,5
257572368,2018-01-27,Saturday,January,2026-06-03 13:51:00,Female,Brookfield,NewYork,Yes,Furniture,56.0,3,168.0,Low,Gpay,2
562957126,2018-02-23,Friday,February,2026-06-03 15:10:00,Female,Park Lane,Dallas,No,Clothing,40.0,6,240.0,Medium,Gpay,3
195736009,2018-03-11,Sunday,March,2026-06-03 12:28:00,Male,Brookfield,NewYork,No,Fashion,52.0,5,260.0,Medium,Gpay,5
2901533,2018-01-23,Tuesday,January,2026-06-03 16:28:00,Female,Park Lane,Dallas,Yes,Groceries,46.0,5,230.0,Medium,Gpay,4
674079919,2018-02-16,Friday,February,2026-06-03 17:36:00,Female,Water Tower,Chicago,Yes,Sporting,58.0,3,174.0,Low,Gpay,1
695051096,2018-03-11,Sunday,March,2026-06-03 17:08:00,Male,Water Tower,Chicago,Yes,Groceries,51.0,6,306.0,Medium,Cash,3
641757008,2018-03-07,Wednesday,March,2026-06-03 12:15:00,Female,Brookfield,NewYork,No,Books,14.0,6,84.0,Low,Cash,2
824317466,2018-02-13,Tuesday,February,2026-06-03 18:24:00,Female,Brookfield,NewYork,No,Furniture,18.0,4,72.0,Low,Cash,4
68184042,2018-02-27,Tuesday,February,2026-06-03 10:52:00,Female,Brookfield,NewYork,No,Fashion,48.0,7,336.0,Medium,Gpay,5
221236147,2018-01-23,Tuesday,January,2026-06-03 14:41:00,Female,Brookfield,NewYork,Yes,Sporting,49.0,4,196.0,Low,Gpay,4
655804460,2018-02-06,Tuesday,February,2026-06-03 12:39:00,Female,Brookfield,NewYork,No,Fashion,6.0,7,42.0,Low,Gpay,5
685355728,2018-03-14,Wednesday,March,2026-06-03 16:28:00,Male,Park Lane,Dallas,Yes,Sporting,12.0,7,84.0,Low,Gpay,5
779568185,2018-02-01,Thursday,February,2026-06-03 19:20:00,Female,Park Lane,Dallas,Yes,Groceries,61.0,6,366.0,Medium,Gpay,2
978367775,2018-01-27,Saturday,January,2026-06-03 15:26:00,Female,Park Lane,Dallas,No,Books,96.0,3,288.0,Medium,Cash,5
504581657,2018-02-06,Tuesday,February,2026-06-03 10:06:00,Male,Water Tower,Chicago,No,Fashion,3.0,2,6.0,Low,Cash,4
109398336,2018-01-05,Friday,January,2026-06-03 12:38:00,Male,Water Tower,Chicago,No,Clothing,25.0,4,100.0,Low,Card,2
932692079,2018-02-07,Wednesday,February,2026-06-03 12:23:00,Male,Water Tower,Chicago,Yes,Sporting,85.0,5,425.0,High,Card,4
698871347,2018-02-15,Thursday,February,2026-06-03 15:31:00,Female,Brookfield,NewYork,No,Furniture,80.0,3,240.0,Medium,Gpay,5
162175366,2018-02-20,Tuesday,February,2026-06-03 11:52:00,Male,Water Tower,Chicago,Yes,Sporting,76.0,4,304.0,Medium,Gpay,4
232489616,2018-02-27,Tuesday,February,2026-06-03 14:19:00,Female,Water Tower,Chicago,No,Fashion,9.0,2,18.0,Low,Gpay,3
129579696,2018-02-07,Wednesday,February,2026-06-03 18:10:00,Female,Brookfield,NewYork,No,Fashion,45.0,7,315.0,Medium,Gpay,3
728354527,2018-01-30,Tuesday,January,2026-06-03 12:42:00,Male,Brookfield,NewYork,No,Groceries,6.0,1,6.0,Low,Gpay,4
684643372,2018-03-28,Wednesday,March,2026-06-03 18:30:00,Female,Park Lane,Dallas,Yes,Furniture,12.0,1,12.0,Low,Card,5
516381043,2018-01-01,Monday,January,2026-06-03 19:42:00,Female,Brookfield,NewYork,Yes,Books,42.0,3,126.0,Low,Gpay,5
651691190,2018-01-22,Monday,January,2026-06-03 11:16:00,Male,Water Tower,Chicago,Yes,Books,29.0,5,145.0,Low,Cash,5
451407692,2018-01-21,Sunday,January,2026-06-03 13:07:00,Male,Brookfield,NewYork,No,Sporting,14.0,3,42.0,Low,Card,3
905773587,2018-01-01,Monday,January,2026-06-03 19:17:00,Female,Water Tower,Chicago,Yes,Fashion,88.0,6,528.0,High,Card,4
384317890,2018-03-30,Friday,March,2026-06-03 15:14:00,Female,Water Tower,Chicago,No,Groceries,85.0,6,510.0,High,Gpay,1
768931253,2018-02-16,Friday,February,2026-06-03 19:14:00,Female,Park Lane,Dallas,Yes,Groceries,82.0,4,328.0,Medium,Gpay,4
236780335,2018-03-24,Saturday,March,2026-06-03 20:51:00,Female,Park Lane,Dallas,No,Clothing,7.0,7,49.0,Low,Cash,5
269353290,2018-01-01,Monday,January,2026-06-03 12:29:00,Male,Water Tower,Chicago,No,Furniture,49.0,4,196.0,Low,Cash,5
655696962,2018-01-19,Friday,January,2026-06-03 15:48:00,Female,Brookfield,NewYork,No,Furniture,65.0,6,390.0,Medium,Cash,2
39980231,2018-01-01,Monday,January,2026-06-03 19:55:00,Male,Water Tower,Chicago,No,Groceries,85.0,2,170.0,Low,Card,1
257066068,2018-03-06,Tuesday,March,2026-06-03 15:10:00,Male,Park Lane,Dallas,Yes,Furniture,16.0,4,64.0,Low,Cash,1
227543927,2018-03-03,Saturday,March,2026-06-03 18:44:00,Female,Water Tower,Chicago,No,Clothing,14.0,1,14.0,Low,Gpay,5
652794877,2018-02-07,Wednesday,February,2026-06-03 10:31:00,Female,Park Lane,Dallas,Yes,Groceries,86.0,2,172.0,Low,Gpay,5
680516215,2018-03-05,Monday,March,2026-06-03 11:36:00,Male,Brookfield,NewYork,Yes,Books,25.0,6,150.0,Low,Cash,1
238225027,2018-01-09,Tuesday,January,2026-06-03 16:23:00,Female,Water Tower,Chicago,No,Sporting,52.0,6,312.0,Medium,Cash,2
655465754,2018-03-10,Saturday,March,2026-06-03 14:33:00,Male,Park Lane,Dallas,No,Books,10.0,2,20.0,Low,Gpay,3
506086474,2018-03-25,Sunday,March,2026-06-03 19:53:00,Male,Park Lane,Dallas,Yes,Groceries,57.0,2,114.0,Low,Card,4
174529819,2018-01-29,Monday,January,2026-06-03 16:40:00,Female,Water Tower,Chicago,Yes,Clothing,85.0,2,170.0,Low,Cash,4
50717104,2018-01-03,Wednesday,January,2026-06-03 11:45:00,Male,Brookfield,NewYork,Yes,Clothing,98.0,4,392.0,Medium,Cash,2
158853558,2018-02-06,Tuesday,February,2026-06-03 14:38:00,Female,Brookfield,NewYork,No,Clothing,25.0,7,175.0,Low,Card,5
494243757,2018-01-28,Sunday,January,2026-06-03 20:38:00,Female,Park Lane,Dallas,Yes,Sporting,84.0,6,504.0,High,Card,2
308815481,2018-02-06,Tuesday,February,2026-06-03 12:09:00,Male,Brookfield,NewYork,Yes,Furniture,41.0,3,123.0,Low,Gpay,2
66715258,2018-01-17,Wednesday,January,2026-06-03 13:01:00,Male,Brookfield,NewYork,Yes,Groceries,67.0,1,67.0,Low,Cash,2
984652834,2018-03-28,Wednesday,March,2026-06-03 20:01:00,Male,Brookfield,NewYork,Yes,Books,5.0,4,20.0,Low,Card,3
220725507,2018-01-08,Monday,January,2026-06-03 11:51:00,Female,Park Lane,Dallas,No,Clothing,82.0,3,246.0,Medium,Card,1
721856885,2018-01-10,Wednesday,January,2026-06-03 17:59:00,Female,Brookfield,NewYork,No,Fashion,30.0,1,30.0,Low,Card,2
376812677,2018-01-10,Wednesday,January,2026-06-03 18:04:00,Female,Brookfield,NewYork,No,Furniture,11.0,3,33.0,Low,Cash,4
483683998,2018-01-09,Tuesday,January,2026-06-03 17:38:00,Female,Park Lane,Dallas,Yes,Sporting,58.0,3,174.0,Low,Gpay,4
50938395,2018-02-23,Friday,February,2026-06-03 19:48:00,Female,Park Lane,Dallas,Yes,Sporting,85.0,1,85.0,Low,Cash,4
875705737,2018-02-15,Thursday,February,2026-06-03 16:18:00,Female,Brookfield,NewYork,Yes,Fashion,22.0,5,110.0,Low,Cash,3
